actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.2887026071548462
0.0,3.0744197368621826
0.0,4.880978584289551
0.0,6.66281795501709
0.0,8.420888900756836
0.0,10.021814346313477
0.0,11.561165809631348
0.0,13.086074829101562
0.0,14.507570266723633
0.0,15.87439250946045
0.0,17.188644409179688
0.0,18.40758514404297
0.0,19.57964324951172
0.0,20.751386642456055
0.0,21.878061294555664
0.0,22.96140480041504
0.0,24.00307846069336
0.0,25.09421730041504
0.0,26.05385971069336
0.0,26.88707160949707
0.0,28.546384811401367
0.0,29.328489303588867
0.0,30.08051109313965
0.0,30.758852005004883
0.0,31.905696868896484
0.0,32.42430877685547
0.0,32.878211975097656
0.0,33.314659118652344
0.0,34.00526428222656
0.0,34.308834075927734
0.0,34.600730895996094
0.0,34.92616271972656
0.0,35.23907470703125
0.0,35.78450012207031
0.0,36.06439971923828
0.0,36.333534240722656
0.0,36.59231948852539
0.0,36.84115219116211
0.0,37.31047058105469
0.0,37.48691940307617
0.0,37.656578063964844
0.0,37.8197135925293
0.0,38.03960418701172
0.0,38.18800735473633
0.0,38.28594207763672
0.0,38.33534622192383
0.0,38.33808898925781
0.0,38.251197814941406
0.0,38.078121185302734
0.0,37.866943359375
0.0,37.66388702392578
0.0,37.42387390136719
0.0,37.19309616088867
0.0,36.926429748535156
0.0,36.6252555847168
0.0,36.33566665649414
0.0,36.1467399597168
0.0,35.875553131103516
0.0,35.57003402709961
0.0,35.231502532958984
0.0,34.95075607299805
0.0,34.59128189086914
0.0,34.245635986328125
0.0,33.91328048706055
0.0,33.548946380615234
0.0,33.15386199951172
0.0,32.8187370300293
0.0,32.49650192260742
0.0,32.18666076660156
0.0,31.79920768737793
0.0,31.42665672302246
0.0,30.97890853881836
0.0,30.503620147705078
0.0,30.001850128173828
0.0,29.4746150970459
0.0,28.9676570892334
0.0,28.480199813842773
0.0,27.966724395751953
0.0,27.428237915039062
0.0,26.910459518432617
0.0,26.367834091186523
0.0,25.756553649902344
0.0,24.515817642211914
0.0,24.020530700683594
0.0,23.589054107666016
0.0,23.129411697387695
0.0,22.262479782104492
0.0,21.853858947753906
0.0,21.50571632385254
0.0,21.17096519470215
0.0,20.804325103759766
0.0,20.407026290893555
0.0,20.025009155273438
0.0,19.568157196044922
0.0,19.039350509643555
0.0,18.530881881713867
0.0,18.086732864379883
0.0,17.704429626464844
0.0,17.33683204650879
0.0,17.028135299682617
0.0,16.82083511352539
0.0,16.62150764465332
0.0,16.385086059570312
0.0,16.157758712768555
0.0,15.894411087036133
0.0,15.596428871154785
0.0,15.309906959533691
0.0,15.079169273376465
0.0,14.678251266479492
0.0,14.158467292785645
0.0,13.524383544921875
0.0,12.108075141906738
0.0,11.463329315185547
0.0,10.932905197143555
0.0,10.422882080078125
0.0,9.107993125915527
0.0,8.399580955505371
0.0,7.7184157371521
0.0,7.018685817718506
0.0,6.301108360290527
0.0,5.566366672515869
0.0,4.949407577514648
0.0,4.35617733001709
0.0,3.741004467010498
0.0,3.194251537322998
0.0,2.7132911682128906
0.0,1.8509178161621094
0.0,1.5111511945724487
0.0,1.2739795446395874
0.0,1.135453224182129
0.0,1.0470184087753296
0.0,1.0067484378814697
0.0,1.1959296464920044
0.0,1.3737462759017944
0.0,1.6342509984970093
0.0,2.0190229415893555
0.0,2.965113878250122
0.0,3.477753162384033
0.0,4.015439033508301
0.0,4.577208042144775
0.0,5.2068939208984375
0.0,5.946651935577393
0.0,6.7922444343566895
0.0,7.739604949951172
0.0,8.784814834594727
0.0,9.834588050842285
0.0,10.888749122619629
0.0,11.99189281463623
0.0,13.052607536315918
0.0,14.162049293518066
0.0,15.27358341217041
0.0,16.431894302368164
0.0,17.63517951965332
0.0,18.881710052490234
0.0,20.125059127807617
0.0,21.320589065551758
0.0,22.5148983001709
0.0,23.66327476501465
0.0,25.784454345703125
0.0,26.762313842773438
0.0,27.657800674438477
0.0,28.518844604492188
0.0,29.346771240234375
0.0,30.95308494567871
0.0,31.73215103149414
0.0,32.52601623535156
0.0,33.28934860229492
0.0,33.97855758666992
0.0,35.36627960205078
0.0,36.06513595581055
0.0,36.826637268066406
0.0,37.55885314941406
0.0,38.30766296386719
0.0,39.02767562866211
0.0,39.719993591308594
0.0,40.34092712402344
0.0,40.893211364746094
0.0,41.379493713378906
0.0,41.8918342590332
0.0,42.858158111572266
0.0,43.40314865112305
0.0,43.971946716308594
0.0,44.42934036254883
0.0,44.77961730957031
0.0,45.395503997802734
0.0,45.61909484863281
0.0,45.7893180847168
0.0,45.99776077270508
0.0,46.34613800048828
0.0,46.39887619018555
0.0,46.449588775634766
0.0,46.453582763671875
0.0,46.36790084838867
0.0,46.151222229003906
0.0,45.89811706542969
0.0,45.6099853515625
0.0,44.846160888671875
0.0,44.50896072387695
0.0,44.13996505737305
0.0,43.785160064697266
0.0,43.39923858642578
0.0,42.716121673583984
0.0,42.416080474853516
0.0,42.08281707763672
0.0,41.672847747802734
0.0,41.14435577392578
0.0,40.54666519165039
0.0,39.88243865966797
0.0,39.0647087097168
0.0,38.14413833618164
0.0,37.07992172241211
0.0,35.92234802246094
0.0,34.675010681152344
0.0,33.296592712402344
0.0,30.476396560668945
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.5002522468566895
0.0,0.4229446053504944
0.0,0.09333647787570953
0.0,0.0
0.0,0.0
0.0,0.09959728270769119
0.0,0.3643440902233124
0.0,0.7531989812850952
0.0,1.3509118556976318
0.0,3.0980465412139893
0.0,4.27701473236084
0.0,5.589692115783691
0.0,7.030932426452637
0.0,8.551031112670898
0.0,10.102187156677246
0.0,13.292953491210938
0.0,14.930309295654297
0.0,16.504690170288086
0.0,18.018518447875977
0.0,19.47412109375
0.0,20.828977584838867
0.0,22.04219627380371
0.0,23.16398811340332
0.0,25.147226333618164
0.0,26.015308380126953
0.0,26.760475158691406
0.0,27.432218551635742
0.0,28.078125
0.0,29.29464340209961
0.0,29.73463249206543
0.0,30.202457427978516
0.0,30.7418155670166
0.0,31.26043128967285
0.0,31.71433448791504
0.0,32.10601806640625
0.0,32.482635498046875
0.0,32.889530181884766
0.0,33.32554244995117
0.0,33.789546966552734
0.0,34.32522964477539
0.0,34.84031295776367
0.0,35.3355827331543
0.0,35.811805725097656
0.0,36.31446838378906
0.0,37.307308197021484
0.0,37.7524528503418
0.0,38.504241943359375
0.0,38.85859298706055
0.0,39.19931411743164
0.0,39.43740463256836
0.0,39.57680892944336
0.0,39.62133026123047
0.0,39.66413497924805
0.0,39.571006774902344
0.0,39.48146057128906
0.0,39.30582809448242
0.0,39.04743194580078
0.0,38.79896926879883
0.0,38.51530456542969
0.0,38.28730773925781
0.0,38.068084716796875
0.0,37.767765045166016
0.0,37.47899627685547
0.0,37.201332092285156
0.0,36.934349060058594
0.0,36.677635192871094
0.0,36.25174331665039
0.0,35.75270462036133
0.0,35.09381103515625
0.0,34.28120422363281
0.0,32.35084915161133
0.0,31.240877151489258
0.0,30.039304733276367
0.0,28.749656677246094
0.0,27.420085906982422
0.0,26.09688949584961
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8205397129058838
0.0,2.042344570159912
0.0,3.306680202484131
0.0,4.656678199768066
0.0,6.089040279388428
0.0,7.555838108062744
0.0,9.010984420776367
0.0,10.454927444458008
0.0,11.932856559753418
0.0,13.443470001220703
0.0,14.940746307373047
0.0,17.80951499938965
0.0,19.2283935546875
0.0,20.547937393188477
0.0,21.816728591918945
0.0,23.081483840942383
0.0,24.342357635498047
0.0,25.509973526000977
0.0,26.58791732788086
0.0,27.624401092529297
0.0,28.66578483581543
0.0,29.622350692749023
0.0,30.586889266967773
0.0,31.424802780151367
0.0,32.27525329589844
0.0,33.092994689941406
0.0,33.8792839050293
0.0,34.59056854248047
0.0,35.31925582885742
0.0,35.97515869140625
0.0,37.255287170410156
0.0,37.74720001220703
0.0,38.22018814086914
0.0,38.54069900512695
0.0,39.01264572143555
0.0,39.123626708984375
0.0,39.319862365722656
0.0,39.46378707885742
0.0,39.60218048095703
0.0,39.60095977783203
0.0,39.68931198120117
0.0,39.819026947021484
0.0,39.85423278808594
0.0,39.843318939208984
0.0,39.83282470703125
0.0,39.77796936035156
0.0,39.72522735595703
0.0,39.67451095581055
0.0,39.58098220825195
0.0,39.4462890625
0.0,39.272010803222656
0.0,39.104434967041016
0.0,38.89854431152344
0.0,38.65581130981445
0.0,38.377647399902344
0.0,38.02065658569336
0.0,37.63263702392578
0.0,37.304298400878906
0.0,36.94382858276367
0.0,36.59722137451172
0.0,36.263946533203125
0.0,35.89872741699219
0.0,35.50279235839844
0.0,35.07732391357422
0.0,34.48916244506836
0.0,33.834102630615234
0.0,33.20423889160156
0.0,32.509071350097656
0.0,31.706348419189453
0.0,30.800214767456055
0.0,29.839405059814453
0.0,27.586484909057617
0.0,26.346416473388672
0.0,25.064516067504883
0.0,23.74239158630371
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8655509948730469
0.0,1.861806869506836
0.0,2.864508867263794
0.0,3.9629359245300293
0.0,5.108639240264893
0.0,6.255040168762207
0.0,7.446876525878906
0.0,8.637636184692383
0.0,9.827361106872559
0.0,10.97132682800293
0.0,12.116058349609375
0.0,13.216760635375977
0.0,14.275129318237305
0.0,15.292790412902832
0.0,17.079627990722656
0.0,17.944660186767578
0.0,18.86594581604004
0.0,19.617511749267578
0.0,20.250642776489258
0.0,20.814659118652344
0.0,21.356983184814453
0.0,21.878446578979492
0.0,22.37985610961914
0.0,22.861980438232422
0.0,23.325559616088867
0.0,23.771310806274414
0.0,24.19991683959961
0.0,24.612037658691406
0.0,25.053071975708008
0.0,25.477144241333008
0.0,25.795377731323242
0.0,26.173507690429688
0.0,26.24114418029785
0.0,26.350942611694336
0.0,26.411754608154297
0.0,26.335941314697266
0.0,26.218278884887695
0.0,26.060380935668945
0.0,25.819026947021484
0.0,25.54219627380371
0.0,25.27601432800293
0.0,24.975305557250977
0.0,24.64139747619629
0.0,24.230806350708008
0.0,23.74648094177246
0.0,23.23602294921875
0.0,22.78995704650879
0.0,22.45057487487793
0.0,22.12424659729004
0.0,21.631418228149414
0.0,21.02325439453125
0.0,20.34895896911621
0.0,19.655834197998047
0.0,18.98936653137207
0.0,17.59977912902832
0.0,16.833337783813477
0.0,16.051610946655273
0.0,15.210427284240723
0.0,14.3120698928833
0.0,12.39731216430664
0.0,11.338573455810547
0.0,10.275793075561523
0.0,9.253888130187988
0.0,8.226523399353027
0.0,7.193909645080566
0.0,6.201011657714844
0.0,5.201542377471924
0.0,4.240514278411865
0.0,3.31644868850708
0.0,2.3831605911254883
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.3381528854370117
0.0,2.5400495529174805
0.0,3.7852425575256348
0.0,5.11683464050293
0.0,6.486738204956055
0.0,7.893476486206055
0.0,9.335637092590332
0.0,10.76709270477295
0.0,12.143492698669434
0.0,13.511717796325684
0.0,16.224882125854492
0.0,17.570417404174805
0.0,18.908964157104492
0.0,20.240793228149414
0.0,21.566162109375
0.0,23.978126525878906
0.0,25.15974998474121
0.0,26.38545036315918
0.0,27.653535842895508
0.0,28.872848510742188
184.16587829589844,30.179555892944336
0.0,31.3912410736084
0.0,32.511558532714844
0.0,33.63355255126953
0.0,34.7123908996582
0.0,35.74973678588867
0.0,36.74718475341797
0.0,37.706268310546875
0.0,38.62846755981445
0.0,39.42566680908203
0.0,40.10267639160156
0.0,40.70888900756836
0.0,41.291786193847656
0.0,41.852264404296875
0.0,42.39118576049805
0.0,42.90938186645508
0.0,43.40764236450195
0.0,43.84197998046875
0.0,44.21484375
0.0,44.618133544921875
0.0,45.37877655029297
0.0,45.91634750366211
0.0,46.43324661254883
0.0,46.93026351928711
0.0,47.363399505615234
187.57603454589844,48.576316833496094
0.0,49.0804328918457
0.0,49.52040100097656
0.0,49.898677825927734
0.0,50.30717468261719
0.0,50.744720458984375
0.0,51.165435791015625
0.0,51.82638168334961
0.0,52.16073226928711
0.0,52.658782958984375
0.0,52.8715934753418
0.0,53.07621765136719
0.0,53.18344497680664
0.0,53.241790771484375
0.0,53.25312423706055
0.0,53.219261169433594
0.0,53.18669891357422
0.0,53.065860748291016
0.0,52.86014938354492
0.0,52.61758804321289
0.0,52.3395881652832
0.0,52.11704635620117
0.0,51.81353759765625
0.0,51.47693634033203
0.0,51.1085205078125
0.0,50.32585144042969
0.0,49.91218185424805
0.0,49.514427185058594
0.0,49.13196563720703
0.0,48.498416900634766
0.0,48.155033111572266
0.0,47.869625091552734
0.0,47.639949798583984
0.0,47.41910934448242
0.0,47.20676040649414
0.0,46.957820892333984
0.0,46.6736946105957
0.0,46.40049362182617
0.0,46.13779830932617
0.0,45.55453109741211
0.0,45.27960968017578
0.0,44.97050094604492
0.0,44.58375549316406
0.0,44.167118072509766
0.0,43.76650619506836
0.0,43.336544036865234
0.0,42.878353118896484
0.0,42.48255157470703
0.0,42.10197067260742
0.0,41.73603057861328
0.0,41.384159088134766
0.0,41.00106430053711
0.0,40.63269805908203
0.0,40.233741760253906
0.0,39.436500549316406
0.0,39.038787841796875
0.0,38.61160659790039
0.0,38.20085144042969
0.0,37.85066223144531
0.0,37.19017028808594
0.0,36.92361831665039
0.0,36.71207809448242
0.0,36.55344009399414
0.0,36.35614013671875
0.0,35.89620590209961
0.0,35.679420471191406
0.0,35.470970153808594
0.0,35.270538330078125
0.0,35.122581481933594
0.0,35.02507781982422
0.0,34.97608184814453
0.0,34.92897033691406
0.0,34.83891296386719
0.0,34.7523193359375
0.0,34.80936050415039
0.0,34.81342697143555
0.0,34.81733703613281
0.0,34.82109451293945
0.0,34.824710845947266
0.0,34.872947692871094
0.0,34.96409606933594
0.0,35.05173873901367
0.0,35.04648208618164
0.0,34.99666213989258
0.0,34.990509033203125
0.0,34.94284439086914
0.0,34.80748748779297
0.0,34.63257598876953
0.0,34.46438980102539
0.0,34.30267333984375
0.0,34.102413177490234
0.0,33.909854888916016
0.0,33.67993927001953
0.0,33.41410446166992
0.0,33.11373519897461
0.0,32.7801513671875
0.0,32.414634704589844
0.0,32.01841354370117
0.0,31.592670440673828
0.0,31.2728271484375
0.0,30.96528434753418
0.0,30.669572830200195
0.0,30.156593322753906
0.0,29.93674659729004
0.0,29.77012062072754
0.0,29.565139770507812
0.0,29.3680419921875
0.0,29.178524017333984
0.0,29.041059494018555
0.0,28.90888214111328
0.0,28.73702621459961
0.0,28.502410888671875
0.0,28.4804744720459
0.0,28.459381103515625
0.0,28.34957504272461
0.0,28.199230194091797
0.0,28.09943199157715
0.0,27.958707809448242
0.0,27.73805046081543
0.0,27.655990600585938
0.0,27.577083587646484
0.0,27.5012149810791
0.0,27.402873992919922
0.0,27.378463745117188
0.0,27.35499382019043
0.0,27.28766441345215
0.0,27.17816162109375
0.0,27.191997528076172
0.0,27.175697326660156
0.0,27.025737762451172
0.0,26.881546020507812
0.0,26.698135375976562
0.0,26.521780014038086
0.0,26.307443618774414
0.0,26.10135269165039
0.0,25.903186798095703
0.0,25.712642669677734
0.0,25.52942657470703
0.0,25.35325813293457
0.0,25.02098846435547
0.0,24.909137725830078
0.0,24.84635353088379
0.0,24.741220474243164
0.0,24.6401309967041
0.0,24.498167037963867
0.0,24.361661911010742
0.0,24.275171279907227
0.0,24.192005157470703
0.0,24.067276000976562
0.0,23.90258026123047
0.0,23.65469741821289
0.0,23.37158203125
0.0,23.09935760498047
0.0,22.79283905029297
0.0,22.453346252441406
0.0,22.0821475982666
0.0,21.7252254486084
0.0,21.426795959472656
0.0,21.139842987060547
0.0,20.86392593383789
0.0,20.598623275756836
0.0,20.343523025512695
0.0,19.862380981445312
0.0,19.635597229003906
0.0,19.372774124145508
0.0,19.120058059692383
0.0,18.877063751220703
0.0,18.418750762939453
0.0,18.24749183654785
0.0,18.082820892333984
0.0,17.924482345581055
0.0,17.49327278137207
0.0,17.268081665039062
0.0,17.006793975830078
0.0,16.666027069091797
0.0,15.802934646606445
0.0,15.418943405151367
0.0,15.094484329223633
0.0,14.78250503540039
0.0,14.527288436889648
0.0,14.178494453430176
0.0,13.99127197265625
0.0,13.811250686645508
0.0,13.638153076171875
0.0,13.426950454711914
0.0,13.179106712341309
0.0,12.98555850982666
0.0,12.799454689025879
0.0,12.493209838867188
0.0,12.415570259094238
0.0,12.296152114868164
0.0,12.047037124633789
0.0,11.852267265319824
0.0,11.66498851776123
0.0,11.484912872314453
0.0,11.266999244689941
0.0,11.012702941894531
0.0,10.723428726196289
0.0,10.490038871765137
0.0,10.220867156982422
0.0,9.91728401184082
0.0,9.580613136291504
0.0,9.212127685546875
0.0,8.857815742492676
0.0,8.472366333007812
0.0,8.1017427444458
0.0,7.79013729095459
0.0,7.490516662597656
0.0,7.202419757843018
0.0,6.925403594970703
0.0,6.614278316497803
0.0,6.315119743347168
0.0,5.98270320892334
0.0,5.6183085441589355
0.0,5.2679290771484375
0.0,4.886266231536865
0.0,4.474518775939941
0.0,4.033844470977783
0.0,3.5653557777404785
0.0,3.070122003555298
0.0,2.638699531555176
0.0,2.2686336040496826
0.0,1.9575644731521606
0.0,1.6584596633911133
0.0,1.3260952234268188
0.0,0.9617505669593811
0.0,0.6561826467514038
0.0,0.4071309566497803
0.0,0.212421715259552
0.0,0.06996098905801773
0.0,0.0672701820731163
0.0,0.3256113529205322
0.0,0.3130878508090973
0.0,0.3010459840297699
0.0,0.33423087000846863
0.0,0.36613938212394714
0.0,0.4263218641281128
0.0,0.5442155003547668
0.0,0.6575748324394226
0.0,0.8113338351249695
0.0,1.0487061738967896
0.0,1.7615469694137573
0.0,2.68402099609375
0.0,3.252234935760498
0.0,3.888117790222168
0.0,4.4995436668396
0.0,5.087453365325928
0.0,5.6527509689331055
0.0,6.196306228637695
0.0,6.7189555168151855
0.0,7.749485492706299
0.0,8.257160186767578
0.0,8.700546264648438
0.0,9.08211898803711
0.0,9.801801681518555
0.0,10.14101791381836
0.0,10.42242431640625
0.0,10.737771034240723
0.0,11.04098892211914
0.0,11.332545280456543
0.0,11.747174263000488
0.0,12.280146598815918
0.0,12.882143020629883
0.0,13.550512313842773
0.0,15.031492233276367
0.0,15.796245574951172
0.0,16.57634925842285
0.0,17.3712100982666
0.0,18.045974731445312
0.0,18.605262756347656
0.0,19.098276138305664
0.0,19.527565002441406
0.0,19.94034194946289
0.0,20.627628326416016
0.0,20.774280548095703
0.0,20.870529174804688
0.0,21.007841110229492
0.0,21.184633255004883
0.0,21.444149017333984
0.0,21.738447189331055
0.0,22.066190719604492
0.0,22.42609214782715
0.0,22.77215003967285
0.0,23.380084991455078
0.0,23.689453125
0.0,24.03168296813965
0.0,24.36075210571289
0.0,24.67716407775879
0.0,24.936643600463867
0.0,25.14137840270996
0.0,25.38300323486328
0.0,25.57056999206543
0.0,25.75092315673828
0.0,25.969104766845703
0.0,26.17889404296875
0.0,26.380613327026367
0.0,26.485048294067383
0.0,26.495939254760742
0.0,26.461650848388672
0.0,26.339153289794922
0.0,26.22136878967285
0.0,26.152877807617188
0.0,26.087020874023438
0.0,25.978933334350586
0.0,25.919767379760742
0.0,25.818113327026367
0.0,25.630840301513672
0.0,25.406007766723633
0.0,25.100299835205078
0.0,24.215524673461914
0.0,23.731786727905273
0.0,23.221893310546875
0.0,22.686847686767578
0.0,22.172380447387695
0.0,21.632938385009766
0.0,21.159006118774414
0.0,20.74806785583496
0.0,20.21864128112793
0.0,19.042766571044922
0.0,18.310354232788086
0.0,17.516582489013672
0.0,16.708576202392578
0.0,15.88688850402832
0.0,15.052040100097656
0.0,14.24930191040039
0.0,13.477437973022461
0.0,12.600970268249512
0.0,10.772266387939453
0.0,9.99984359741211
0.0,9.346656799316406
0.0,8.718592643737793
0.0,8.248970985412598
0.0,7.407985210418701
0.0,6.988771915435791
0.0,6.585682392120361
0.0,6.19809627532959
0.0,5.422312259674072
0.0,4.945184230804443
0.0,4.441644191741943
0.0,3.957470417022705
0.0,3.4919190406799316
0.0,2.436516284942627
0.0,1.8951762914657593
0.0,1.3746570348739624
0.0,0.9636810421943665
0.0,0.5237482786178589
0.0,0.10073598474264145
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
